time(s),force_x(N),force_y(N),force_z(N),target_thrust(N),desire_rotor_speed(m/s),rotor_speed(m/s),battery_vol(V)
0,-0.11,0.65,26.140744,0,0,0,13.38473
0,-0.05999,0.7,26.06852168,0,0,0,13.38477
0,-0.05999,0.7,26.06852168,0,0,0,13.3848
0,-0.05999,0.7,26.06852168,0,0,0,13.38484
0,-0.05999,0.7,26.06852168,0,0,0,13.38488
0,-0.05999,0.7,26.06852168,0,0,0,13.38492
0,-0.05999,0.7,26.06852168,0,0,0,13.38495
0,-0.05999,0.7,26.06852168,0,0,0,13.38499
0,-0.05999,0.7,26.06852168,0,0,0,13.38503
0,-0.05999,0.7,26.06852168,0,0,0,13.38507
0,-0.05999,0.7,26.06852168,0,0,0,13.3851
0,-0.19999,0.81,26.03757368,0,0,0,13.38514
0,-0.19999,0.81,26.03757368,0,0,0,13.38518
0,-0.19999,0.81,26.03757368,0,0,0,13.38521
0,-0.19999,0.81,26.03757368,0,0,0,13.38525
0,-0.19999,0.81,26.03757368,0,0,0,13.38529
0,-0.19999,0.81,26.03757368,0,0,0,13.38532
0,-0.19999,0.81,26.03757368,0,0,0,13.38536
0,-0.19999,0.81,26.03757368,0,0,0,13.38539
0,-0.19999,0.81,26.03757368,0,0,0,13.38543
0,-0.19999,0.81,26.03757368,0,0,0,13.38546
0,-0.17,0.72999,26.03757368,0,0,0,13.3855
0,-0.17,0.72999,26.03757368,0,0,0,13.38553
0,-0.17,0.72999,26.03757368,0,0,0,13.38557
0,-0.17,0.72999,26.03757368,0,0,0,13.3856
0,-0.17,0.72999,26.03757368,0,0,0,13.38564
0,-0.17,0.72999,26.03757368,0,0,0,13.38567
0,-0.17,0.72999,26.03757368,0,0,0,13.3857
0,-0.17,0.72999,26.03757368,0,0,0,13.38574
0,-0.17,0.72999,26.03757368,0,0,0,13.38577
0,-0.17,0.72999,26.03757368,0,0,0,13.3858
0,-0.09,0.78999,26.01694168,0,0,0,13.38584
0,-0.09,0.78999,26.01694168,0,0,0,13.38587
0,-0.09,0.78999,26.01694168,0,0,0,13.38591
0,-0.09,0.78999,26.01694168,0,0,0,13.38594
0,-0.09,0.78999,26.01694168,0,0,0,13.38597
0,-0.09,0.78999,26.01694168,0,0,0,13.386
0,-0.09,0.78999,26.01694168,0,0,0,13.38604
0,-0.09,0.78999,26.01694168,0,0,0,13.38607
0,-0.09,0.78999,26.01694168,0,0,0,13.3861
0,-0.09,0.78999,26.01694168,0,0,0,13.38613
0,-0.09999,0.81,25.965372,0,0,0,13.38617
0,-0.09999,0.81,25.965372,0,0,0,13.3862
0,-0.09999,0.81,25.965372,0,0,0,13.38623
0,-0.09999,0.81,25.965372,0,0,0,13.38626
0,-0.09999,0.81,25.965372,0,0,0,13.38629
0,-0.09999,0.81,25.965372,0,0,0,13.38632
0,-0.09999,0.81,25.965372,0,0,0,13.38636
0,-0.09999,0.81,25.965372,0,0,0,13.38639
0,-0.09999,0.81,25.965372,0,0,0,13.38642
0,-0.09999,0.81,25.965372,0,0,0,13.38645
0,-0.19,0.81,25.94472968,0,0,0,13.38648
0,-0.19,0.81,25.94472968,0,0,0,13.38651
0,-0.19,0.81,25.94472968,0,0,0,13.38654
0,-0.19,0.81,25.94472968,0,0,0,13.38657
0,-0.19,0.81,25.94472968,0,0,0,13.3866
0,-0.19,0.81,25.94472968,0,0,0,13.38663
0,-0.19,0.81,25.94472968,0,0,0,13.38666
0,-0.19,0.81,25.94472968,0,0,0,13.38669
0,-0.19,0.81,25.94472968,0,0,0,13.38672
0,-0.19,0.81,25.94472968,0,0,0,13.38675
0,-0.12999,0.83999,25.975688,0,0,0,13.38678
0,-0.12999,0.83999,25.975688,0,0,0,13.38681
0,-0.12999,0.83999,25.975688,0,0,0,13.38683
0,-0.12999,0.83999,25.975688,0,0,0,13.38686
0,-0.12999,0.83999,25.975688,0,0,0,13.38689
0,-0.12999,0.83999,25.975688,0,0,0,13.38692
0,-0.12999,0.83999,25.975688,0,0,0,13.38695
0,-0.12999,0.83999,25.975688,0,0,0,13.38698
0,-0.12999,0.83999,25.975688,0,0,0,13.387
0,-0.12999,0.83999,25.975688,0,0,0,13.38703
0,-0.17,0.81999,25.98599368,0,0,0,13.38706
0,-0.17,0.81999,25.98599368,0,0,0,13.38709
0,-0.17,0.81999,25.98599368,0,0,0,13.38712
0,-0.17,0.81999,25.98599368,0,0,0,13.38714
0,-0.17,0.81999,25.98599368,0,0,0,13.38717
0,-0.17,0.81999,25.98599368,0,0,0,13.3872
0,-0.17,0.81999,25.98599368,0,0,0,13.38723
0,-0.17,0.81999,25.98599368,0,0,0,13.38725
0,-0.17,0.81999,25.98599368,0,0,0,13.38728
0,-0.17,0.81999,25.98599368,0,0,0,13.3873
0,-0.11,0.81,26.058216,0,0,0,13.38733
0,-0.11,0.81,26.058216,0,0,0,13.38735
0,-0.11,0.81,26.058216,0,0,0,13.38738
0,-0.11,0.81,26.058216,0,0,0,13.38741
0,-0.11,0.81,26.058216,0,0,0,13.38744
0,-0.11,0.81,26.058216,0,0,0,13.38746
0,-0.11,0.81,26.058216,0,0,0,13.38749
0,-0.11,0.81,26.058216,0,0,0,13.38751
0,-0.11,0.81,26.058216,0,0,0,13.38754
0,-0.11,0.81,26.058216,0,0,0,13.38756
0,0.01999,0.77999,26.140744,0,0,0,13.38759
0,0.01999,0.77999,26.140744,0,0,0,13.38762
0,0.01999,0.77999,26.140744,0,0,0,13.38765
0,0.01999,0.77999,26.140744,0,0,0,13.38767
0,0.01999,0.77999,26.140744,0,0,0,13.3877
0,0.01999,0.77999,26.140744,0,0,0,13.38772
0,0.01999,0.77999,26.140744,0,0,0,13.38775
0,0.01999,0.77999,26.140744,0,0,0,13.38777
0,0.01999,0.77999,26.140744,0,0,0,13.3878
0,0.01999,0.77999,26.140744,0,0,0,13.38783
0,-0.00999,0.83,26.058216,0,0,0,13.38785
0,-0.00999,0.83,26.058216,0,0,0,13.38788
0,-0.00999,0.83,26.058216,0,0,0,13.3879
0,-0.00999,0.83,26.058216,0,0,0,13.38792
0,-0.00999,0.83,26.058216,0,0,0,13.38795
0,-0.00999,0.83,26.058216,0,0,0,13.38797
0,-0.00999,0.83,26.058216,0,0,0,13.388
0,-0.00999,0.83,26.058216,0,0,0,13.38802
0,-0.00999,0.83,26.058216,0,0,0,13.38805
0,-0.00999,0.83,26.058216,0,0,0,13.38807
0,-0.11999,0.83999,25.98599368,0,0,0,13.3881
0,-0.11999,0.83999,25.98599368,0,0,0,13.38812
0,-0.11999,0.83999,25.98599368,0,0,0,13.38814
0,-0.11999,0.83999,25.98599368,0,0,0,13.38816
0,-0.11999,0.83999,25.98599368,0,0,0,13.38819
0,-0.11999,0.83999,25.98599368,0,0,0,13.38821
0,-0.11999,0.83999,25.98599368,0,0,0,13.38823
0,-0.11999,0.83999,25.98599368,0,0,0,13.38826
0,-0.11999,0.83999,25.98599368,0,0,0,13.38828
0,-0.11999,0.83999,25.98599368,0,0,0,13.38831
0,-0.11999,0.83999,25.98599368,0,0,0,13.38833
0,-0.11999,0.83999,25.98599368,0,0,0,13.38835
0,-0.11999,0.83999,25.98599368,0,0,0,13.38837
0,-0.11999,0.83999,25.98599368,0,0,0,13.38839
0,-0.11999,0.83999,25.98599368,0,0,0,13.38842
0,-0.11999,0.83999,25.98599368,0,0,0,13.38844
0,-0.11999,0.83999,25.98599368,0,0,0,13.38846
0,-0.11999,0.83999,25.98599368,0,0,0,13.38848
0,-0.11999,0.83999,25.98599368,0,0,0,13.3885
0,-0.11999,0.83999,25.98599368,0,0,0,13.38852
0,-0.13999,0.78999,25.965372,0,0,0,13.38854
0,-0.13999,0.78999,25.965372,0,0,0,13.38856
0,-0.13999,0.78999,25.965372,0,0,0,13.38858
0,-0.13999,0.78999,25.965372,0,0,0,13.3886
0,-0.13999,0.78999,25.965372,0,0,0,13.38862
0,-0.13999,0.78999,25.965372,0,0,0,13.38864
0,-0.13999,0.78999,25.965372,0,0,0,13.38866
0,-0.13999,0.78999,25.965372,0,0,0,13.38868
0,-0.13999,0.78999,25.965372,0,0,0,13.3887
0,-0.13999,0.78999,25.965372,0,0,0,13.38872
0,-0.11,0.66999,25.95504568,0,0,0,13.38874
0,-0.11,0.66999,25.95504568,0,0,0,13.38875
0,-0.11,0.66999,25.95504568,0,0,0,13.38877
0,-0.11,0.66999,25.95504568,0,0,0,13.38879
0,-0.11,0.66999,25.95504568,0,0,0,13.3888
0,-0.11,0.66999,25.95504568,0,0,0,13.38882
0,-0.11,0.66999,25.95504568,0,0,0,13.38884
0,-0.11,0.66999,25.95504568,0,0,0,13.38886
0,-0.11,0.66999,25.95504568,0,0,0,13.38887
0,-0.11,0.66999,25.95504568,0,0,0,13.38889
0,-0.11999,0.74,25.965372,0,0,0,13.38891
0,-0.11999,0.74,25.965372,0,0,0,13.38893
0,-0.11999,0.74,25.965372,0,0,0,13.38894
0,-0.11999,0.74,25.965372,0,0,0,13.38896
0,-0.11999,0.74,25.965372,0,0,0,13.38897
0,-0.11999,0.74,25.965372,0,0,0,13.38899
0,-0.11999,0.74,25.965372,0,0,0,13.38901
0,-0.11999,0.74,25.965372,0,0,0,13.38902
0,-0.11999,0.74,25.965372,0,0,0,13.38904
0,-0.11999,0.74,25.965372,0,0,0,13.38905
0,-0.07,0.93,25.975688,0,0,0,13.38907
0,-0.07,0.93,25.975688,0,0,0,13.38908
0,-0.07,0.93,25.975688,0,0,0,13.3891
0,-0.07,0.93,25.975688,0,0,0,13.38912
0,-0.07,0.93,25.975688,0,0,0,13.38914
0,-0.07,0.93,25.975688,0,0,0,13.38915
0,-0.07,0.93,25.975688,0,0,0,13.38917
0,-0.07,0.93,25.975688,0,0,0,13.38918
0,-0.07,0.93,25.975688,0,0,0,13.3892
0,-0.07,0.93,25.975688,0,0,0,13.38921
0,-0.03999,0.76999,25.975688,0,0,0,13.38922
0,-0.03999,0.76999,25.975688,0,0,0,13.38924
0,-0.03999,0.76999,25.975688,0,0,0,13.38925
0,-0.03999,0.76999,25.975688,0,0,0,13.38927
0,-0.03999,0.76999,25.975688,0,0,0,13.38928
0,-0.03999,0.76999,25.975688,0,0,0,13.3893
0,-0.03999,0.76999,25.975688,0,0,0,13.38931
0,-0.03999,0.76999,25.975688,0,0,0,13.38933
0,-0.03999,0.76999,25.975688,0,0,0,13.38935
0,-0.03999,0.76999,25.975688,0,0,0,13.38936
0,-0.11999,0.63999,25.99630968,0,0,0,13.38938
0,-0.11999,0.63999,25.99630968,0,0,0,13.38939
0,-0.11999,0.63999,25.99630968,0,0,0,13.3894
0,-0.11999,0.63999,25.99630968,0,0,0,13.38942
0,-0.11999,0.63999,25.99630968,0,0,0,13.38943
0,-0.11999,0.63999,25.99630968,0,0,0,13.38944
0,-0.11999,0.63999,25.99630968,0,0,0,13.38946
0,-0.11999,0.63999,25.99630968,0,0,0,13.38947
0,-0.11999,0.63999,25.99630968,0,0,0,13.38948
0,-0.11999,0.63999,25.99630968,0,0,0,13.3895
0,-0.03999,0.63999,26.058216,0,0,0,13.38951
0,-0.03999,0.63999,26.058216,0,0,0,13.38953
