time(s),target rotor speed(rad/s),rotor speed(rad/s),motor output,equivalent output,battery voltage(V)
0.31634,780.00000,566.30786,0.49471,0.45357,14.39431
0.31734,780.00000,566.30786,0.49476,0.45357,14.39304
0.31834,780.00000,580.21838,0.49480,0.45357,14.39174
0.31934,780.00000,582.09979,0.49485,0.45357,14.39041
0.32034,780.00000,582.09979,0.49489,0.45357,14.38904
0.32134,780.00000,595.61901,0.49494,0.45357,14.38764
0.32234,780.00000,599.59777,0.49499,0.45357,14.38621
0.32334,780.00000,599.59777,0.49504,0.45357,14.38475
0.32434,780.00000,600.39996,0.49509,0.45357,14.38326
0.32535,780.00000,600.80181,0.49514,0.45357,14.38173
0.32634,780.00000,600.80181,0.49520,0.45357,14.38017
0.32734,780.00000,601.20422,0.49525,0.45357,14.37857
0.32834,780.00000,610.61077,0.49531,0.45357,14.37694
0.32934,780.00000,610.61077,0.49537,0.45357,14.37527
0.33034,780.00000,613.95202,0.49543,0.45357,14.37357
0.33134,780.00000,614.37225,0.49549,0.45357,14.37184
0.33234,780.00000,616.48205,0.49555,0.45357,14.37007
0.33334,780.00000,616.48205,0.49561,0.45357,14.36827
0.33434,780.00000,622.03594,0.49567,0.45357,14.36643
0.33534,780.00000,628.56994,0.49574,0.45357,14.36456
0.33634,780.00000,628.56994,0.49580,0.45357,14.36265
0.33734,780.00000,629.45153,0.49587,0.45357,14.36071
0.33834,780.00000,646.68432,0.49594,0.45357,14.35874
0.33934,780.00000,646.68432,0.49601,0.45357,14.35673
0.34034,780.00000,646.68432,0.49608,0.45357,14.35468
0.34134,780.00000,651.37725,0.49615,0.45357,14.35261
0.34234,780.00000,652.79846,0.49622,0.45357,14.35050
0.34334,780.00000,652.79846,0.49630,0.45357,14.34836
0.34434,780.00000,652.79846,0.49637,0.45357,14.34619
0.34534,780.00000,652.79846,0.49645,0.45357,14.34398
0.34635,780.00000,653.74938,0.49653,0.45357,14.34174
0.34734,780.00000,658.06292,0.49660,0.45357,14.33947
0.34834,780.00000,658.06292,0.49668,0.45357,14.33717
0.34934,780.00000,658.06292,0.49676,0.45357,14.33483
0.35035,780.00000,671.35223,0.49685,0.45357,14.33247
0.35134,780.00000,672.35797,0.49693,0.45357,14.33007
0.35234,780.00000,672.35797,0.49701,0.45357,14.32763
0.35334,780.00000,672.35797,0.49710,0.45357,14.32517
0.35434,780.00000,672.35797,0.49719,0.45357,14.32267
0.35534,780.00000,672.35797,0.49727,0.45357,14.32015
0.35634,780.00000,672.35797,0.49736,0.45357,14.31759
0.35734,780.00000,672.35797,0.49745,0.45357,14.31500
0.35834,780.00000,672.35797,0.49754,0.45357,14.31238
0.35934,780.00000,672.35797,0.49764,0.45357,14.30972
0.36034,780.00000,672.35797,0.49773,0.45357,14.30704
0.36134,780.00000,672.35797,0.49782,0.45357,14.30433
0.36234,780.00000,674.37854,0.49792,0.45357,14.30159
0.36334,780.00000,675.90203,0.49802,0.45357,14.29883
0.36434,780.00000,675.90203,0.49811,0.45357,14.29603
0.36534,780.00000,675.90203,0.49821,0.45357,14.29320
0.36634,780.00000,676.41137,0.49831,0.45357,14.29035
0.36734,780.00000,676.41137,0.49841,0.45357,14.28747
0.36834,780.00000,676.41137,0.49851,0.45357,14.28456
0.36934,780.00000,677.43237,0.49862,0.45357,14.28163
0.37034,780.00000,684.14471,0.49872,0.45357,14.27866
0.37134,780.00000,684.14471,0.49882,0.45357,14.27567
0.37234,780.00000,688.87023,0.49893,0.45357,14.27266
0.37334,780.00000,688.87023,0.49904,0.45357,14.26962
0.37434,780.00000,686.76196,0.49914,0.45357,14.26655
0.37534,780.00000,693.12579,0.49925,0.45357,14.26346
0.37634,780.00000,693.12579,0.49936,0.45357,14.26035
0.37734,780.00000,693.12579,0.49947,0.45357,14.25721
0.37834,780.00000,693.66143,0.49958,0.45357,14.25405
0.37934,780.00000,693.66143,0.49969,0.45357,14.25087
0.38034,780.00000,700.15435,0.49980,0.45357,14.24766
0.38134,780.00000,702.34576,0.49992,0.45357,14.24443
0.38234,780.00000,702.34576,0.50003,0.45357,14.24118
0.38334,780.00000,702.34576,0.50015,0.45357,14.23791
0.38434,780.00000,708.44348,0.50026,0.45357,14.23461
0.38534,780.00000,708.44348,0.50038,0.45357,14.23129
0.38634,780.00000,708.44348,0.50050,0.45357,14.22796
0.38734,780.00000,708.44348,0.50061,0.45357,14.22460
0.38834,780.00000,708.44348,0.50073,0.45357,14.22122
0.38934,780.00000,708.44348,0.50085,0.45357,14.21781
0.39034,780.00000,707.32690,0.50097,0.45357,14.21439
0.39134,780.00000,707.32690,0.50110,0.45357,14.21096
0.39234,780.00000,708.44348,0.50122,0.45357,14.20750
0.39334,780.00000,710.68713,0.50134,0.45357,14.20402
